timestamp,amount,app,receiver_vpa,is_fraud
2025-04-16T09:28:33,450.76,PhonePe,kevin42@example.net,0
2025-08-20T04:39:14,758.2,GPay,longjoshua@example.com,0
2025-06-13T20:45:39,707.57,Paytm,xcardenas@example.org,0
2025-04-27T20:26:14,839.03,Paytm,graykristin@example.org,0
2025-02-15T08:55:35,215.88,GPay,renee99@example.com,0
2025-07-05T12:21:49,840.35,GPay,lesliecoleman@example.org,0
2025-03-13T13:12:41,621.76,PhonePe,davidsmith@example.org,0
2025-03-25T16:11:05,99.69,GPay,scott04@example.com,0
2025-04-30T08:16:23,145.05,PhonePe,tlester@example.net,0
2025-04-23T01:42:06,29.13,Paytm,nathan39@example.com,0
2025-05-07T16:56:28,475.19,PhonePe,coleholloway@example.org,0
2025-07-27T12:45:35,865.68,GPay,larryburns@example.org,0
2025-02-23T06:36:33,184.15,PhonePe,mason53@example.org,0
2025-03-06T13:19:16,842.14,GPay,smithjohn@example.org,0
2025-09-13T16:50:41,290.32,Paytm,staceyarias@example.org,0
2025-10-06T12:08:48,646.04,PhonePe,xyoung@example.net,0
2025-02-25T14:35:37,100.58,Paytm,bsimpson@example.com,0
2025-07-28T04:33:01,52.57,PhonePe,christinapeters@example.net,0
2025-09-20T04:27:04,526.31,PhonePe,angela22@example.net,0
2025-09-17T15:44:31,215.9,GPay,george52@example.net,0
2025-05-02T09:54:08,546.61,Paytm,sullivantiffany@example.com,0
2025-07-10T00:10:24,170.67,GPay,christina71@example.org,0
2025-05-11T11:38:14,779.26,PhonePe,ricedana@example.com,1
2025-04-30T19:33:26,779.65,PhonePe,greenshawn@example.com,0
2025-07-03T03:46:44,721.72,PhonePe,kathyfowler@example.com,0
2025-10-27T23:04:40,197.4,Paytm,kennethrusso@example.net,0
2025-10-16T16:31:23,32.15,PhonePe,daniel71@example.com,0
2025-08-14T11:24:24,605.31,GPay,jacqueline97@example.org,1
2025-04-11T22:58:45,495.44,Paytm,melanie93@example.org,0
2025-05-10T11:14:02,965.73,PhonePe,tracyferguson@example.org,1
2025-03-17T19:43:43,216.97,GPay,morenorobert@example.org,0
2025-09-25T08:10:28,752.88,PhonePe,johnnewman@example.net,1
2025-03-12T18:24:42,172.49,GPay,gmayer@example.com,0
2025-07-16T12:31:08,541.0,GPay,lisahawkins@example.com,0
2025-11-05T12:22:51,743.5,GPay,timothyalvarez@example.org,0
2025-04-21T18:38:20,655.43,GPay,rwhite@example.org,0
2025-05-02T17:40:03,120.83,PhonePe,davidholt@example.com,0
2025-05-07T21:12:07,316.9,PhonePe,saradaniel@example.com,0
2025-11-12T09:57:09,743.74,PhonePe,garciaanne@example.org,0
2025-05-19T08:24:05,111.85,GPay,mjennings@example.com,0
2025-04-19T10:29:05,474.49,PhonePe,vcrawford@example.com,1
2025-06-21T22:11:54,307.09,GPay,lmahoney@example.com,0
2025-08-17T16:28:58,825.23,PhonePe,benitezjeffrey@example.com,0
2025-02-23T00:45:15,856.97,GPay,pamela64@example.com,0
2025-01-21T10:48:38,184.48,Paytm,norrisdaniel@example.net,0
2025-08-20T07:11:00,397.91,GPay,timothy90@example.net,0
2025-04-01T20:35:44,215.46,GPay,frank18@example.net,0
2025-06-09T01:44:13,142.77,Paytm,rebecca24@example.com,0
2025-04-18T13:13:28,730.69,PhonePe,christine97@example.net,0
2025-05-24T23:17:15,742.17,PhonePe,xjackson@example.com,0
2025-05-08T14:42:45,883.42,GPay,karen28@example.net,0
2025-02-13T04:06:13,209.04,Paytm,whitecharles@example.net,0
2025-08-15T17:28:31,625.88,GPay,msimon@example.net,0
2025-09-15T07:38:34,923.03,GPay,wilkinskevin@example.net,0
2025-03-14T19:55:10,651.89,PhonePe,droach@example.org,0
2025-05-08T10:43:50,720.48,Paytm,ruth45@example.org,1
2025-11-03T18:28:19,134.8,Paytm,laura36@example.com,0
2025-10-23T08:50:04,359.73,GPay,alexandramyers@example.net,0
2025-02-10T16:54:38,382.88,GPay,whitejeff@example.org,0
2025-03-23T12:35:47,575.4,Paytm,karen81@example.org,0
2025-08-13T12:29:23,581.86,GPay,chelseaodom@example.net,0
2025-01-31T23:39:46,805.62,PhonePe,sierra59@example.org,0
2025-11-15T20:53:29,993.37,Paytm,rojaschristina@example.net,0
2025-08-11T11:25:46,607.04,PhonePe,marthagriffin@example.net,0
2025-01-19T06:00:59,256.04,Paytm,leslie86@example.com,0
2025-08-16T06:28:11,674.79,PhonePe,jeffreymccormick@example.org,0
2025-09-01T21:25:21,379.99,GPay,julie80@example.net,0
2025-06-30T11:07:34,500.7,PhonePe,mackelizabeth@example.org,0
2025-02-19T03:24:21,259.56,GPay,vsmith@example.org,0
2025-02-17T07:49:21,438.88,GPay,kristinmiller@example.org,0
2025-07-26T20:32:54,976.74,GPay,melissarollins@example.com,0
2025-02-22T04:42:32,491.2,Paytm,michael36@example.org,0
2025-08-11T21:46:02,131.5,GPay,vaughnmark@example.net,0
2025-11-06T18:10:51,51.3,Paytm,foleyjennifer@example.org,0
2025-04-21T01:32:43,764.33,GPay,bruce24@example.org,0
2025-10-05T12:52:06,393.65,Paytm,eclark@example.com,0
2025-09-28T18:00:07,128.73,PhonePe,wharris@example.com,0
2025-02-24T07:35:53,979.67,PhonePe,smiller@example.com,0
2025-07-17T22:20:51,510.35,GPay,ncarroll@example.com,0
2025-04-04T23:33:07,504.67,Paytm,bushcourtney@example.net,0
2025-05-05T22:59:37,965.5,PhonePe,odavis@example.com,0
2025-06-24T21:41:06,432.26,GPay,christophercook@example.com,0
2025-11-15T14:47:17,169.0,GPay,fallen@example.net,0
2025-03-14T05:03:43,743.74,Paytm,michael11@example.com,0
2025-04-23T16:38:55,149.24,PhonePe,philipshelton@example.org,1
2025-09-14T07:52:31,2.49,GPay,marybartlett@example.com,0
2025-07-08T19:19:50,2.98,Paytm,stephenwyatt@example.net,1
2025-08-19T21:09:14,519.48,PhonePe,pbarajas@example.com,0
2025-06-09T04:09:53,744.03,PhonePe,cooperjohn@example.org,0
2025-07-22T10:18:32,240.03,GPay,grayjonathan@example.org,0
2025-11-14T06:59:38,4.36,Paytm,gjones@example.net,0
2025-09-28T12:28:58,999.27,GPay,uhaley@example.net,0
2025-03-21T12:17:37,406.79,Paytm,amanda46@example.com,1
2025-01-17T15:25:31,954.99,PhonePe,tabitha03@example.net,0
2025-08-06T13:35:46,568.15,GPay,taylortina@example.org,0
2025-04-13T13:12:21,820.58,PhonePe,tommyclark@example.org,0
2025-07-17T17:15:01,202.34,Paytm,bakerjonathon@example.com,0
2025-06-26T00:56:49,673.58,Paytm,ricebeth@example.net,0
2025-05-04T02:32:49,727.03,Paytm,sarajohnston@example.net,0
2025-11-06T15:15:38,45.68,Paytm,barnesrichard@example.net,1
2025-10-21T16:01:43,337.5,GPay,hudsonglen@example.net,0
2025-10-24T12:37:41,942.86,Paytm,sheena87@example.com,0
2025-05-05T05:41:38,425.83,PhonePe,daniel35@example.net,0
2025-10-18T17:36:44,245.7,Paytm,ftaylor@example.org,0
2025-06-26T03:02:42,816.12,Paytm,pamela06@example.net,0
2025-08-06T11:07:06,278.05,PhonePe,mccormickkatherine@example.com,0
2025-10-29T05:40:19,119.62,GPay,harrisstacey@example.net,0
2025-07-15T16:28:19,953.14,GPay,hunterjamie@example.com,0
2025-06-22T02:48:23,523.87,GPay,suzanne33@example.org,0
2025-06-07T04:06:18,662.49,PhonePe,kathleen70@example.com,0
2025-02-06T14:52:31,694.61,GPay,jenniferjacobs@example.net,0
2025-02-13T18:35:57,759.47,PhonePe,james60@example.org,0
2025-07-31T15:18:44,150.93,Paytm,randybailey@example.org,1
2025-01-16T08:20:45,260.51,GPay,carlos23@example.org,0
2025-08-26T08:55:08,69.35,GPay,ramseymichael@example.com,0
2025-02-22T00:30:33,278.46,PhonePe,adamsjoshua@example.org,0
2025-01-22T23:31:23,322.33,Paytm,tnorris@example.com,0
2025-02-08T17:18:57,597.63,Paytm,erikwatson@example.org,0
2025-11-23T07:07:34,274.06,PhonePe,browntimothy@example.net,0
2025-05-01T05:22:04,149.12,GPay,blevinssandra@example.org,0
2025-10-19T12:35:30,550.99,Paytm,amy70@example.net,0
2025-10-11T13:51:43,721.3,Paytm,yhernandez@example.com,0
2025-08-12T01:12:06,770.22,Paytm,lharris@example.com,0
2025-01-31T08:12:41,507.49,Paytm,ywilkinson@example.org,0
2025-03-14T01:11:31,223.27,PhonePe,alexis32@example.com,0
2025-02-08T17:04:24,968.18,PhonePe,fergusonchristy@example.org,0
2025-03-16T17:28:27,141.6,Paytm,patrick61@example.net,0
2025-05-29T03:40:28,887.36,Paytm,brentsmith@example.net,0
2025-06-05T02:16:13,325.44,GPay,kbenson@example.org,0
2025-02-28T19:34:58,789.88,GPay,johnsonmatthew@example.org,0
